Vulnerability Category,Source Path,Source File,Vulnerable Line,Full Path,Path_Line,Common Function,Remediation Date,Assigned Team,Assigned Developer
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1420,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1420,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1460,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1460,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1460,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1460,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1462,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1462,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1462,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1462,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1501,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1501,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1501,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1501,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1503,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1503,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1503,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1503,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1543,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1543,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1543,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1543,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1545,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1545,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1545,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1545,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1597,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1597,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1597,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1597,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1600,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1600,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1600,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1600,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1612,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1612,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1625,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1625,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1634,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1634,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1681,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1681,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1681,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1681,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1683,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1683,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1683,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1683,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1750,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1750,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1750,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1750,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1752,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1752,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1752,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1752,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1834,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1834,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1843,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1843,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1883,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1883,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1883,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1883,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1885,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1885,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,1885,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:1885,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2024,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2024,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2024,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2024,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2026,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2026,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2026,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2026,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2074,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2074,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2074,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2074,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2076,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2076,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2076,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2076,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2092,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2092,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2117,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2117,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2117,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2117,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2147,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2147,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2147,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2147,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2203,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2203,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2210,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2210,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2212,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2212,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2237,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2237,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2237,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2237,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2239,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2239,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2239,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2239,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2252,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2252,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2294,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2294,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2338,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2338,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2344,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2344,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2367,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2367,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2367,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2367,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2369,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2369,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2369,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2369,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2403,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2403,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2403,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2403,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2405,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2405,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2405,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2405,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2440,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2440,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2440,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2440,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2442,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2442,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2442,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2442,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2496,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2496,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2500,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2500,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2501,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2501,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2525,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2525,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2525,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2525,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2527,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2527,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2527,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2527,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2568,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2568,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2610,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2610,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2627,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2627,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2627,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2627,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2629,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2629,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2629,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2629,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2645,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2645,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2646,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2646,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2674,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2674,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2674,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2674,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2796,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2796,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2824,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2824,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2824,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2824,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2826,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2826,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2826,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2826,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2864,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2864,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2864,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2864,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2866,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2866,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2866,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2866,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2888,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2888,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2918,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2918,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Agent/ams/,agent_update_ams.asp,2918,agia_code/aia/Agent/ams/agent_update_ams.asp,agia_code/aia/Agent/ams/agent_update_ams.asp:2918,Yes,Batch 3,,Fuad Najibullah
